X,Y,Z
330526,312,160,-268
330528,292,186,-272
330530,284,194,-260
330532,254,208,-250
330534,234,226,-264
330536,204,244,-248
330538,174,258,-240
330540,160,272,-234
330542,142,286,-250
330544,114,318,-286
330546,102,322,-296
330548,82,340,-282
330550,74,326,-278
330552,58,316,-286
330554,28,324,-276
330556,30,328,-266
330558,28,326,-290
330560,24,334,-292
330562,24,326,-296
330564,12,322,-324
330566,28,316,-320
330568,12,316,-332
330570,18,298,-316
330572,22,290,-320
330574,16,282,-316
330576,34,264,-312
330578,22,262,-290
330580,20,276,-272
330582,54,226,-256
330584,34,256,-246
330586,24,244,-256
330588,20,250,-264
330590,102,204,-290
330592,-70,320,-278
330594,-18,294,-256
330596,-34,270,-274
330598,-138,320,-234
330600,18,236,-292
330602,6,180,-224
330604,-102,206,-94
330606,44,146,-106
330608,-8,112,-122
330610,88,-74,104
330612,-94,6,110
330614,-86,128,12
330616,-262,224,28
330618,-26,258,-180
330620,18,511,-512
330622,88,511,-512
330624,80,511,-512
330626,54,511,-512
330628,12,508,-444
330630,34,384,-312
330632,14,274,-166
330634,20,244,-100
330636,8,162,-8
330638,74,128,-14
330640,44,138,90
330642,102,172,0
330644,220,230,-76
330646,210,214,-200
330648,232,102,-178
330650,276,136,-64
330652,334,162,-264
330654,342,172,-356
330656,350,144,-366
330658,342,98,-330
330660,298,68,-352
330662,288,-58,-362
330664,254,-32,-242
330666,268,-66,-284
330668,268,-54,-314
330670,262,-22,-318
330672,258,-18,-314
330674,240,8,-320
330676,224,-6,-332
330678,180,72,-376
330680,146,88,-364
330682,122,84,-344
330684,102,74,-324
330686,74,72,-296
330688,54,78,-298
330690,34,92,-266
330692,22,104,-278
330694,-24,120,-272
330696,-36,126,-264
330698,-64,128,-264
330700,-66,140,-262
330702,-90,156,-272
330704,-96,176,-264
330706,-110,188,-274
330708,-112,200,-276
330710,-122,220,-286
330712,-132,230,-296
330714,-132,234,-280
330716,-142,242,-284
330718,-144,256,-280
330720,-152,264,-290
330722,-132,254,-264
330724,-132,254,-274
330726,-118,240,-282
330728,-124,252,-286
330730,-112,236,-302
330732,-112,226,-266
330734,-88,210,-276
330736,-80,192,-258
330738,-72,152,-250
330740,-72,158,-244
330742,-58,136,-238
330744,-32,110,-234
330746,-12,86,-234
330748,-8,90,-228
330750,6,86,-238
330752,22,70,-234
330754,40,56,-244
330756,46,50,-226
330758,42,44,-240
330760,56,30,-224
330762,48,34,-222
330764,54,28,-214
330766,62,20,-210
330768,62,20,-208
330770,64,18,-208
330772,66,20,-206
330774,62,28,-204
330776,70,10,-194
330778,62,36,-210
330780,64,34,-194
330782,60,46,-194
330784,60,56,-196
330786,56,68,-198
330788,62,76,-208
330790,56,78,-208
330792,40,92,-214
330794,50,88,-206
330796,48,92,-192
330798,50,90,-184
330800,48,86,-198
330802,52,90,-188
330804,64,72,-184
330806,56,90,-168
330808,72,80,-180
330810,74,76,-176
330812,90,74,-178
330814,86,72,-174
330816,90,70,-180
330818,96,64,-168
330820,96,60,-158
330822,118,60,-166
330824,112,58,-148
330826,128,50,-154
330828,128,60,-160
330830,128,64,-156
330832,126,68,-156
330834,140,52,-156
330836,130,64,-132
330838,128,60,-142
330840,134,64,-134
330842,138,64,-136
330844,130,72,-142
330846,128,82,-138
330848,132,76,-142
330850,120,80,-128
330852,128,88,-130
330854,128,102,-126
330856,128,96,-128
330858,118,106,-136
330860,118,104,-120
330862,120,112,-122
330864,116,114,-98
330866,116,120,-124
330868,110,124,-130
330870,116,120,-122
330872,110,126,-120
330874,110,120,-110
330876,108,120,-100
330878,104,120,-100
330880,116,132,-106
330882,114,126,-100
330884,120,120,-106
330886,118,128,-100
330888,122,124,-90
330890,118,126,-104
330892,126,126,-84
330894,128,128,-94
330896,142,128,-96
330898,134,124,-104
330900,134,126,-94
330902,134,122,-98
330904,132,126,-92
330906,132,120,-90
330908,126,128,-102
330910,134,112,-78
330912,126,108,-102
330914,132,112,-90
330916,130,108,-90
330918,124,122,-96
330920,136,116,-100
330922,128,114,-92
330924,132,118,-88
330926,128,116,-96
330928,118,110,-90
330930,122,116,-102
330932,112,116,-100
330934,118,102,-86
330936,110,106,-90
330938,102,96,-90
330940,108,96,-100
330942,98,100,-108
330944,94,96,-96
330946,88,104,-96
330948,94,102,-100
330950,92,104,-100
330952,80,100,-106
330954,76,96,-106
330956,82,86,-90
330958,68,96,-96
330960,70,102,-102
330962,70,102,-108
330964,64,100,-96
330966,66,100,-94
330968,58,102,-100
330970,60,90,-110
330972,50,96,-100
330974,58,92,-94
330976,48,102,-112
330978,60,98,-98
330980,38,100,-104
330982,40,98,-110
330984,40,88,-98
330986,20,94,-100
330988,28,96,-84
330990,26,92,-98
330992,24,96,-92
330994,24,92,-100
330996,22,90,-90
330998,24,88,-88
331000,22,96,-96
331002,30,94,-98
331004,14,100,-106
331006,28,84,-100
331008,12,94,-110
331010,16,86,-102
331012,10,102,-106
331014,6,88,-104
331016,4,94,-106
331018,10,86,-106
331020,0,88,-112
331022,6,90,-110
331024,12,88,-108
331026,-4,90,-110
331028,0,82,-96
331030,2,80,-112
331032,4,76,-104
331034,6,78,-114
331036,2,78,-112
331038,2,78,-110
331040,4,70,-106
331042,8,70,-106
331044,2,66,-106
331046,0,78,-116
331048,0,64,-114
331050,2,64,-110
331052,0,52,-106
331054,-2,64,-104
331056,4,58,-106
331058,-10,58,-116
331060,0,52,-116
331062,-10,48,-128
331064,0,46,-100
331066,0,38,-102
331068,-8,54,-106
331070,0,50,-102
331072,0,50,-110
331074,-4,46,-110
331076,0,42,-102
331078,0,38,-96
331080,-4,32,-100
331082,-16,40,-98
331084,-6,42,-102
331086,-8,46,-114
331088,-12,40,-106
331090,-12,34,-106
331092,-10,30,-104
331094,-8,24,-102
331096,-20,36,-88
331098,-16,30,-98
331100,-18,26,-100
331102,-8,22,-98
331104,-12,32,-108
331106,-12,26,-96
331108,-16,14,-100
331110,-12,24,-90
331112,-14,22,-98
331114,-14,20,-94
331116,-8,20,-96
331118,-14,18,-90
331120,-14,14,-90
331122,-16,18,-94
331124,-14,20,-90
331126,-12,18,-96
331128,-18,20,-104
331130,-12,18,-94
331132,-12,16,-88
331134,-20,18,-90
331136,-10,18,-98
331138,-14,18,-88
331140,-20,24,-92
331142,-16,16,-90
331144,-16,16,-88
331146,-14,22,-84
331148,-18,18,-82
331150,-20,22,-82
331152,-16,24,-78
331154,-16,22,-76
331156,-18,24,-86
331158,-12,26,-72
331160,-18,28,-80
331162,-10,28,-64
331164,-10,26,-76
331166,-12,38,-72
331168,-4,34,-70
331170,-12,40,-80
331172,-8,32,-66
331174,-18,38,-66
331176,-6,38,-68
331178,-6,50,-70
331181,0,42,-68
331183,0,40,-64
331185,2,42,-64
331187,0,42,-64
331189,6,48,-62
331191,8,52,-64
331193,2,50,-64
331195,4,52,-62
331197,10,52,-64
331199,2,54,-66
331201,0,52,-64
331203,0,58,-66
331205,6,56,-68
331207,14,54,-70
331209,6,58,-70
331211,4,54,-70
331213,0,50,-60
331215,2,46,-56
331217,6,46,-58
331219,10,52,-72
331221,18,44,-78
331223,22,48,-70
331225,20,52,-74
331227,16,50,-78
331229,24,52,-64
331231,18,54,-66
331233,20,46,-68
331235,24,50,-68
331237,20,52,-64
331239,12,46,-64
331241,14,60,-64
331243,16,54,-66
331245,18,50,-74
331247,20,50,-72
331249,14,56,-92
331251,10,54,-74
331253,18,48,-80
331255,6,54,-76
331257,16,54,-78
331259,14,60,-82
331261,20,60,-82
331263,16,62,-84
331265,14,48,-78
331267,6,64,-70
331269,-4,64,-68
331271,4,58,-64
331273,2,62,-68
331275,0,60,-66
331277,0,58,-78
331279,0,56,-78
331281,-8,64,-76
331283,-4,70,-64
331285,-4,58,-80
331287,-10,62,-82
331289,-8,56,-90
331291,-16,60,-86
331293,-10,56,-88
331295,-16,56,-84
331297,-20,50,-92
331299,-20,60,-84
331301,-32,54,-84
331303,-30,48,-88
331305,-26,46,-88
331307,-26,44,-90
331309,-34,46,-82
331311,-32,42,-82
331313,-28,46,-84
331315,-30,40,-88
331317,-32,38,-88
331319,-26,36,-76
331321,-38,32,-78
331323,-30,32,-76
331325,-30,30,-76
331327,-28,32,-76
331329,-32,28,-86
331331,-36,24,-72
331333,-32,22,-76
331335,-32,28,-80
331337,-30,26,-84
331339,-32,28,-76
331341,-30,24,-80
331343,-34,24,-84
331345,-32,24,-74
331347,-44,30,-88
331349,-36,28,-72
331351,-32,22,-86
331353,-32,36,-92
331355,-34,28,-74
331357,-40,22,-80
331359,-34,20,-72
331361,-36,18,-74
331363,-40,26,-68
331365,-38,22,-74
331367,-40,32,-72
331369,-34,32,-72
331371,-40,34,-80
331373,-48,36,-68
331375,-44,36,-68
331377,-54,36,-64
331379,-54,42,-68
331381,-52,50,-64
331383,-42,40,-60
331385,-54,46,-68
331387,-60,46,-64
331389,-66,50,-66
331391,-56,48,-68
331393,-56,50,-64
331395,-56,54,-62
331397,-62,56,-74
331399,-52,62,-64
331401,-58,60,-72
331403,-50,64,-66
331405,-54,64,-70
331407,-50,80,-74
331409,-44,70,-68
331411,-54,76,-84
331413,-44,72,-74
331415,-44,72,-70
331417,-42,72,-72
331419,-38,74,-68
331421,-32,76,-72
331423,-16,76,-78
331425,-24,86,-82
331427,-22,82,-82
331429,-22,86,-80
331431,-18,88,-78
331433,-8,88,-82
331435,-12,92,-80
331437,-8,90,-82
331439,-6,90,-70
331441,0,94,-72
331443,0,84,-80
331445,6,102,-78
331447,8,98,-90
331449,6,108,-86
331451,10,108,-96
331453,10,112,-100
331455,18,100,-90
331457,20,110,-84
331459,18,112,-96
331461,20,110,-88
331463,26,114,-90
331465,20,118,-110
331467,28,120,-90
331469,28,116,-106
331471,34,132,-96
331473,40,148,-120
331475,44,142,-108
331477,40,144,-110
331479,50,142,-94
331481,58,136,-108
331483,60,150,-84
331485,64,154,-120
331487,74,168,-142
331489,86,174,-140
331491,82,182,-150
331493,92,184,-144
331495,90,194,-164
331497,94,198,-158
331499,92,204,-176
331501,94,208,-184
331503,98,204,-186
331505,78,212,-186
331507,84,210,-196
331509,84,208,-206
331511,98,200,-194
331513,84,210,-202
331515,260,434,-374
331517,511,511,-512
331519,511,511,-512
331521,511,511,-512
331523,511,511,-512
331525,511,511,-512
331527,511,511,-512
331529,511,511,-512
331531,511,511,-512
331533,511,511,-512
331535,270,511,-512
331537,20,192,-512
331539,14,232,-512
331541,250,254,-382
331543,328,332,-182
331545,484,306,170
331547,244,326,126
331549,158,294,84
331551,54,222,192
331553,-74,108,280
331555,-98,78,280
331557,-98,58,304
331559,-80,66,230
331561,38,260,304
331563,-82,242,130
331565,-72,182,118
331567,-202,184,132
331569,-34,194,178
331571,-120,164,192
331573,-106,122,168
331575,-78,148,164
331577,-128,126,76
331579,-104,20,160
331581,-46,52,196
331583,-78,-64,164
331585,-88,-62,172
331587,-172,-148,174
331589,-188,-192,156
331591,-194,-188,140
331593,-224,-216,126
331595,-236,-220,88
331597,-242,-196,48
331599,-264,-186,24
331601,-298,-168,-42
331603,-304,-176,-40
331605,-284,-186,-24
331607,-266,-206,-20
331609,-236,-216,6
331611,-188,-244,4
331613,-192,-224,6
331615,-182,-218,8
331617,-176,-218,14
331619,-196,-198,0
331621,-218,-234,48
331623,-240,-214,46
331625,-216,-166,76
331627,-334,-276,32
331629,-360,-232,76
331631,-422,-208,98
331633,-424,-242,104
331635,-432,-244,118
331637,-404,-234,124
331639,-448,-210,-26
331641,-442,-230,50
331643,-496,-256,56
331645,-512,-312,196
331647,-512,-320,230
331649,-512,-302,220
331651,-512,-258,146
331653,-512,-290,40
331655,-512,-154,-96
331657,-358,92,-288
331659,-98,484,-512
331661,511,511,-512
331663,511,511,-512
331665,511,511,-512
331667,511,511,-512
331669,511,511,-512
331671,511,511,-512
331674,402,511,-512
331676,126,511,-512
331678,-102,511,-512
331680,-146,422,-512
331682,-248,188,-512
331684,-288,132,-374
331686,-310,106,-246
331688,-308,104,-160
331690,-312,48,54
331692,-264,-14,128
331694,-230,4,220
331696,-184,14,274
331698,-140,64,298
331700,-80,100,286
331702,-50,104,264
331704,-22,78,264
331706,-16,72,254
331708,26,46,226
331710,38,58,192
331712,28,72,144
331714,44,84,88
331716,40,106,-60
331718,52,108,-110
331720,76,118,-192
331722,96,114,-248
331724,102,106,-340
331726,142,102,-362
331728,184,98,-392
331730,192,102,-392
331732,238,94,-390
331734,262,80,-354
331736,280,80,-344
331738,286,68,-324
331740,278,72,-242
331742,238,30,-282
331744,172,-28,-226
331746,176,-4,-234
331748,168,-32,-174
331750,134,-26,-136
331752,132,-26,-116
331754,130,-28,-114
331756,128,2,-116
331758,124,38,-150
331760,124,66,-172
331762,128,92,-186
331764,108,118,-202
331766,92,156,-240
331768,82,172,-248
331770,68,180,-260
331772,66,192,-272
331774,62,214,-274
331776,46,216,-280
331778,44,232,-270
331780,40,236,-268
331782,30,236,-266
331784,28,226,-262
331786,22,226,-258
331788,24,222,-250
331790,26,208,-256
331792,34,212,-244
331794,38,204,-254
331796,34,196,-254
331798,48,182,-244
331800,54,170,-240
331802,60,158,-236
331804,56,150,-254
331806,64,130,-250
331808,66,102,-256
331810,64,94,-272
331812,72,70,-264
331814,64,44,-256
331816,60,6,-260
331818,60,-6,-272
331820,70,-4,-272
331822,80,12,-278
331824,68,-50,-256
331826,72,-82,-240
331828,88,-64,-252
331830,82,-70,-256
331832,86,-88,-254
331834,106,-58,-254
331836,128,-48,-254
331838,128,-40,-258
331840,124,-34,-256
331842,128,-6,-260
331844,142,-8,-250
331846,148,-16,-254
331848,130,-4,-252
331850,142,2,-256
331852,134,6,-256
331854,136,24,-260
331856,140,24,-250
331858,146,58,-256
331860,146,72,-264
331862,146,88,-270
331864,162,98,-266
331866,150,128,-274
331868,140,146,-282
331870,142,154,-282
331872,148,164,-274
331874,136,182,-286
331876,146,188,-284
331878,138,194,-286
331880,134,206,-286
331882,130,218,-288
331884,132,232,-290
331886,142,242,-314
331888,140,252,-292
331890,134,274,-288
331892,132,280,-302
331894,142,290,-292
331896,142,296,-298
331898,146,316,-296
331900,148,316,-302
331902,146,332,-292
331904,150,320,-298
331906,144,332,-308
331908,146,326,-302
331910,146,334,-292
331912,146,332,-290
331914,146,334,-298
331916,148,326,-288
331918,142,332,-304
331920,136,334,-290
331922,140,326,-288
331924,146,322,-280
331926,136,320,-280
331928,134,318,-270
331930,140,314,-276
331932,128,306,-292
331934,122,290,-280
331936,118,296,-272
331938,110,298,-266
331940,108,288,-282
331942,116,280,-276
331944,98,280,-286
331946,94,276,-286
331948,92,262,-280
331950,82,262,-280
331952,88,256,-280
331954,82,256,-284
331956,80,248,-286
331958,74,244,-286
331960,72,238,-278
331962,72,240,-290
331964,72,234,-288
331966,64,224,-284
331968,62,230,-278
331970,64,212,-276
331972,60,210,-292
331974,58,204,-278
331976,62,198,-276
331978,64,200,-282
331980,58,200,-284
331982,60,192,-288
331984,52,192,-298
331986,50,188,-288
331988,52,180,-286
331990,56,178,-288
331992,50,184,-292
331994,48,172,-288
331997,50,166,-288
331999,44,166,-280
332001,30,166,-286
332003,38,158,-290
332005,40,160,-286
332007,38,152,-286
332009,32,150,-290
332011,34,142,-282
332013,38,140,-292
332015,32,140,-278
332017,50,130,-290
332019,50,130,-286
332021,46,130,-296
332023,46,132,-296
332025,52,118,-290
332027,54,124,-282
332029,54,114,-274
332031,56,120,-272
332034,58,114,-298
332036,58,112,-276
332038,62,108,-268
332040,68,112,-284
332042,68,112,-288
332044,68,112,-278
332046,70,108,-278
332048,64,108,-282
332050,62,110,-270
332052,62,122,-260
332054,66,116,-280
286741930,5,66,118
332057,68,116,-270
332059,64,116,-276
332061,74,116,-264
332063,72,112,-262
332065,64,120,-248
332067,70,120,-256
332069,72,120,-254
332071,68,124,-262
332073,76,126,-252
332075,74,126,-256
332077,68,130,-258
332079,74,128,-250
332081,80,136,-242
332083,88,128,-240
332085,88,134,-262
332087,90,126,-244
332089,92,136,-242
332091,90,134,-244
332093,90,136,-254
332095,104,128,-234
332097,100,128,-250
332099,102,132,-224
332101,104,122,-224
332103,112,128,-220
332105,114,126,-228
332107,112,128,-218
332109,120,122,-226
332111,124,126,-224
332113,124,114,-226
332115,120,120,-204
332117,126,116,-220
332119,128,116,-220
332121,142,106,-210
332123,128,110,-210
332125,142,104,-202
332127,136,108,-210
332129,140,98,-204
332131,136,110,-204
332133,144,88,-194
332135,142,94,-192
332137,144,84,-190
332139,148,80,-180
332141,142,88,-170
332143,148,84,-172
332145,136,74,-180
332147,146,76,-166
332149,140,78,-168
332151,132,78,-166
332153,138,76,-180
332155,146,74,-178
332157,140,78,-178
332159,134,68,-160
332161,126,64,-164
332163,128,66,-158
332165,128,64,-162
332167,128,70,-160
332169,118,66,-172
332171,116,74,-164
332173,114,74,-158
332175,114,74,-156
332177,110,72,-152
332179,112,70,-156
332181,114,76,-158
332183,104,70,-166
332185,104,64,-162
332187,110,72,-150
332189,112,68,-156
332191,102,68,-154
332193,112,64,-154
332195,114,60,-156
332197,108,60,-152
332199,112,56,-154
332201,106,62,-154
332203,110,56,-154
332205,120,48,-156
332207,102,58,-154
332209,104,54,-156
332211,106,50,-156
332213,112,48,-158
332215,98,54,-160
332217,104,62,-156
332219,92,56,-162
332221,92,48,-156
332223,96,50,-146
332225,94,50,-148
332227,92,48,-142
332229,104,42,-154
332231,96,52,-160
332233,88,54,-166
332235,98,48,-160
332237,86,48,-154
332239,78,50,-174
332241,88,44,-152
332243,92,50,-164
332245,84,56,-156
332247,80,50,-158
332249,70,56,-152
332251,66,58,-156
332253,78,60,-156
332255,90,50,-144
332257,78,60,-166
332259,72,62,-154
332261,68,64,-160
332263,74,64,-152
332265,72,68,-152
332267,66,68,-160
332269,72,64,-164
332271,72,70,-156
332273,76,64,-152
332275,66,76,-158
332277,72,78,-162
332279,76,84,-156
332281,64,80,-164
332283,64,80,-158
332285,66,68,-158
332287,60,82,-154
332289,72,82,-156
332291,66,88,-150
332293,66,96,-154
332295,68,96,-162
332297,64,94,-162
332299,64,88,-156
332301,64,100,-148
332303,56,108,-152
332305,74,102,-152
332307,62,112,-158
332309,58,108,-154
332311,44,112,-148
332313,60,110,-140
332315,58,114,-144
332317,64,120,-150
332319,62,114,-148
332321,62,110,-154
332323,62,126,-134
332325,60,118,-160
332327,60,120,-144
332329,68,118,-154
332331,56,126,-160
332333,62,118,-148
332335,64,124,-152
332337,60,128,-154
332339,58,136,-160
332341,58,124,-154
332343,50,130,-160
332345,60,126,-144
332347,52,134,-144
332349,58,130,-154
332351,46,132,-152
332353,62,128,-152
332355,54,134,-162
332357,46,132,-148
332359,48,128,-148
332361,52,134,-138
332363,46,136,-144
332365,42,132,-150
332367,54,134,-138
332369,44,130,-160
332371,28,138,-160
332373,40,132,-132
332375,36,130,-144
332377,38,128,-140
332379,36,128,-158
332381,32,132,-144
332383,32,128,-156
332385,32,128,-144
332387,34,128,-136
332389,34,126,-142
332391,32,128,-142
332393,26,128,-140
332395,12,128,-140
332397,18,126,-134
332399,14,126,-146
332401,22,128,-132
332403,14,120,-140
332405,16,122,-136
332407,12,112,-136
332409,10,116,-140
332411,10,112,-128
332413,12,118,-128
332415,8,106,-128
332417,8,112,-122
332419,6,104,-118
332421,8,110,-118
332423,0,98,-134
332425,6,102,-124
332427,12,104,-126
332429,8,100,-120
332431,2,100,-122
332433,6,96,-124
332435,4,94,-114
332437,6,92,-110
332439,10,84,-120
332441,6,82,-124
332443,4,74,-116
332445,0,82,-114
332447,8,82,-112
332449,6,82,-118
332451,12,78,-116
332453,6,78,-118
332455,8,58,-118
332457,12,70,-114
332459,14,66,-108
332461,6,64,-114
332463,18,62,-120
332465,10,62,-112
332467,4,64,-126
332469,6,54,-110
332471,8,54,-100
332473,14,40,-114
332475,8,52,-106
332477,2,48,-98
332479,4,50,-98
332482,6,48,-100
332484,10,44,-106
332486,8,40,-96
332488,14,38,-100
332490,10,42,-98
332492,0,42,-100
332494,8,40,-86
332496,2,38,-106
332498,6,42,-92
332500,2,42,-100
332502,6,38,-80
332504,12,32,-78
332506,8,32,-76
332508,16,28,-70
332510,30,28,-64
332512,16,32,-66
332514,26,32,-52
332516,22,38,-58
332518,30,32,-46
332520,34,40,-46
332522,36,44,-52
332524,46,46,-50
332526,44,28,-46
332528,50,44,-46
332530,50,40,-44
332532,64,48,-44
332534,72,48,-36
332536,70,52,-36
332538,74,50,-32
332540,78,62,-34
332542,84,62,-30
332544,94,70,-36
332546,88,60,-32
332548,92,60,-48
332550,98,58,-30
332552,98,66,-24
332554,104,62,-24
332557,104,62,-28
332559,108,62,-32
332561,104,62,-34
332563,108,54,-32
332565,102,60,-16
332567,102,60,-32
332569,100,64,-26
332571,98,64,-40
332573,96,64,-26
332575,96,54,-24
332577,92,62,-24
332579,88,60,-30
332581,96,56,-24
332583,88,60,-24
332585,76,64,-32
332587,66,66,-28
332589,68,62,-22
332591,64,62,-26
332593,64,66,-36
332595,58,66,-38
332597,52,64,-32
332599,48,56,-34
332601,38,64,-38
332603,32,64,-32
332605,38,64,-24
332607,30,64,-24
332609,26,62,-38
332611,18,64,-30
332613,28,64,-26
332615,18,64,-32
332617,16,66,-24
332619,26,64,-30
332621,10,64,-30
332623,6,62,-34
332625,0,64,-38
332627,8,64,-26
332629,6,64,-36
332631,12,64,-34
332633,2,64,-46
332635,12,68,-42
332637,2,64,-44
332639,2,64,-40
332641,8,64,-42
332643,14,68,-46
332645,10,66,-50
332647,8,56,-52
332649,0,68,-58
332651,8,66,-54
332653,0,72,-44
332655,4,64,-52
332657,0,68,-52
332659,6,68,-52
332661,0,70,-64
332663,0,74,-68
332665,0,88,-76
332667,0,74,-72
332669,8,76,-72
332671,8,70,-60
332673,8,90,-66
332675,0,78,-66
332677,6,82,-70
332679,8,86,-64
332681,8,94,-96
332683,8,90,-76
332685,8,84,-72
332687,14,98,-76
332689,16,96,-92
332691,12,96,-82
332693,8,96,-84
332695,12,104,-86
332697,14,96,-84
332699,8,108,-70
332701,12,120,-90
332703,24,102,-82
332705,8,110,-106
332707,16,112,-84
332709,14,118,-100
332711,22,132,-102
332713,20,128,-112
332715,12,126,-94
332717,24,128,-98
332719,28,128,-80
332721,26,130,-92
332723,38,134,-102
332725,26,132,-100
332727,36,138,-92
332729,40,134,-90
332731,38,140,-100
332733,44,140,-114
332735,46,144,-92
332737,54,142,-98
332739,64,146,-102
332741,60,140,-104
332743,56,150,-100
332745,60,142,-106
332747,66,158,-112
332749,78,150,-96
332751,70,154,-112
332753,66,154,-100
332755,72,148,-90
332757,72,156,-80
332759,66,162,-96
332761,68,158,-104
332763,84,162,-98
332765,80,154,-112
332767,74,140,-106
332769,78,156,-98
332771,86,152,-112
332773,94,156,-100
332775,94,146,-98
332777,76,150,-118
332779,84,154,-104
332781,82,142,-88
332783,82,130,-88
332785,86,140,-104
332787,92,140,-110
332789,96,138,-102
332791,96,128,-114
332793,84,146,-110
332795,88,140,-122
332797,92,146,-142
332799,86,148,-130
332801,82,154,-136
332803,88,142,-146
332805,90,142,-132
332807,92,154,-144
332809,76,158,-156
332811,84,158,-136
332813,88,162,-148
332815,86,160,-158
332817,76,166,-164
332819,86,170,-170
332821,82,184,-176
332823,78,182,-192
332825,82,180,-176
332827,80,170,-174
332829,76,190,-196
332831,80,188,-202
332833,74,188,-192
332835,70,194,-202
332837,78,186,-194
332839,88,192,-196
332841,78,192,-200
332843,88,194,-220
332845,84,202,-226
332847,86,202,-244
332849,94,214,-236
332851,94,192,-244
332853,98,224,-284
332855,102,230,-286
332857,108,208,-268
332859,98,216,-262
332861,108,228,-264
332863,100,254,-294
332865,112,236,-278
332867,108,244,-316
340022698,5,110,250
332870,94,232,-306
332872,122,288,-456
332874,140,174,-512
332876,216,162,-512
332878,364,158,-512
332880,511,452,-512
332882,511,511,-512
332884,511,511,-512
332886,511,511,-512
332888,511,511,-512
332890,511,511,-512
332892,54,386,-512
332894,-294,232,-512
332896,-476,130,-512
332898,-512,14,-324
332900,-512,-180,444
332902,-448,-206,456
332904,-322,-124,504
332906,-226,-36,504
332908,66,-52,474
332910,96,48,442
332912,160,-10,511
332914,94,8,448
332916,56,-30,198
332918,22,-26,-78
332920,48,64,-282
332922,142,182,-498
332924,192,184,-508
332926,300,264,-512
332928,342,302,-512
332930,240,256,-484
332932,152,204,-378
332934,-10,114,-326
332936,-70,102,-264
332938,-64,68,-240
332940,-46,80,-196
332942,88,120,-218
332944,166,128,-240
332946,202,96,-234
332948,160,114,-200
332950,174,24,-240
332952,204,28,-246
332954,202,-26,-258
332956,246,2,-250
332958,152,-8,-186
345986474,5,152,-8
332961,204,-36,-186
332963,184,-46,-174
332965,182,0,-180
332967,158,-4,-140
332969,140,0,-128
332971,108,44,-182
332973,126,48,-220
332975,120,84,-234
332977,144,124,-248
332979,94,112,-220
332981,90,120,-226
332983,76,128,-218
332986,76,144,-300
332988,70,170,-308
332990,90,174,-288
332992,78,194,-270
332994,56,170,-256
332996,40,164,-252
332998,20,162,-254
333000,8,168,-256
333002,18,188,-256
333004,32,188,-244
333006,36,192,-248
333008,44,198,-256
333010,36,198,-264
333012,36,198,-268
333014,52,194,-266
333016,64,186,-262
333018,66,176,-264
333020,72,174,-246
333022,80,162,-254
333024,88,140,-250
333026,102,130,-258
333028,106,128,-242
333030,114,114,-230
333032,112,112,-236
333034,112,108,-228
333036,126,100,-226
333038,120,102,-226
333040,128,102,-240
333042,126,104,-232
333044,118,110,-222
333046,118,114,-228
333048,112,118,-226
333050,88,124,-240
333052,92,128,-234
333054,78,132,-236
333056,68,140,-234
333058,72,152,-236
333060,68,162,-242
333062,64,166,-238
333064,64,170,-240
333066,64,168,-238
333068,56,174,-230
333070,64,174,-216
333072,70,170,-212
333074,66,156,-210
333076,56,152,-242
333078,58,156,-230
333080,58,148,-242
333082,50,152,-268
333084,56,158,-284
333086,52,172,-298
333088,60,154,-304
333090,54,176,-330
333092,38,198,-340
333094,22,180,-334
333096,16,166,-328
333098,40,166,-332
333100,66,154,-348
333102,72,150,-332
333104,48,178,-364
333106,38,192,-364
333108,48,192,-388
333110,40,196,-402
333112,-58,200,-452
333114,-146,230,-512
333116,-338,102,-512
333118,-344,92,-512
333120,-292,90,-512
333122,-268,84,-512
333124,-198,56,-510
333126,-164,48,-498
333128,-130,48,-474
333130,-92,36,-458
333132,-62,48,-440
333134,12,70,-422
333136,52,64,-408
333138,74,82,-412
333140,106,92,-394
333142,144,114,-378
333144,180,122,-360
333146,200,126,-358
333148,216,132,-346
333150,248,136,-334
333152,260,152,-324
333154,272,148,-324
333156,272,162,-320
333158,294,176,-322
333160,298,188,-320
333162,304,188,-320
333164,296,204,-326
333166,286,214,-310
333168,282,230,-300
333170,278,240,-320
333172,268,252,-320
333174,268,260,-320
333176,246,280,-316
333178,242,280,-314
333180,224,290,-320
333182,228,282,-306
333184,210,300,-318
333186,206,294,-318
333188,192,294,-312
333190,186,288,-308
333192,164,280,-320
333194,166,274,-310
333196,156,260,-312
333198,146,262,-310
333200,138,238,-288
333202,138,240,-310
333204,130,236,-294
333206,128,210,-296
333208,124,208,-308
333210,118,204,-314
333212,102,198,-310
333214,104,192,-306
333216,88,178,-298
333218,88,160,-292
333220,78,172,-298
333222,66,160,-286
333224,64,154,-286
333226,74,158,-282
333228,74,154,-266
333230,70,154,-272
333232,76,156,-262
333234,70,158,-270
333236,78,160,-264
333238,68,154,-280
333240,70,158,-274
333242,62,152,-284
333244,72,156,-262
333246,70,148,-260
333248,60,162,-262
333250,82,154,-260
333252,90,174,-256
333254,88,162,-256
333256,92,168,-260
333258,104,174,-270
333260,112,184,-264
333262,114,178,-276
333264,124,180,-262
333266,132,164,-244
333268,128,174,-252
333270,134,178,-252
333272,146,166,-254
